line_id	text	tokens_space
1081	طول زمان او بعد اتيانه بركن ولو قوليا كالقراءه بطلت صلاته او قبلهما فلا .	طول زمان او بعد اتيانه بركن ولو قوليا كالقراءه بطلت صلاته او قبلهما فلا .
1082	"وثانيها : تكبير تحرم للخبر المتفق عليه : "" اذا قمت الي الصلاه فكبر """	"وثانيها : تكبير تحرم للخبر المتفق عليه : "" اذا قمت الي الصلاه فكبر """
1083	[ البخاري رقم : 757 , مسلم رقم : 397 ] , سمي بذلك لان المصلي يحرم عليه به ما	[ البخاري رقم : 757 , مسلم رقم : 397 ] , سمي بذلك لان المصلي يحرم عليه به ما
1084	كان حلالا له قبله من مفسدات الصلاه .	كان حلالا له قبله من مفسدات الصلاه .
1085	مقرونا به النيه ويتعين : الله اكبر ,	مقرونا به النيه ويتعين : الله اكبر ,
1086	وجعل فاتحه الصلاه ليستحضر المصلي	وجعل فاتحه الصلاه ليستحضر المصلي
1087	معناه الدال علي عظمه من تهيا لخدمته حتي تتم له الهيبه والخشوع ومن ثم زيد	معناه الدال علي عظمه من تهيا لخدمته حتي تتم له الهيبه والخشوع ومن ثم زيد
1088	في تكراره ليدوم استصحاب ذينك في جميع صلاته .	في تكراره ليدوم استصحاب ذينك في جميع صلاته .
1089	مقرونا به اي بالتكبير النيه لان التكبير اول اركان الصلاه فتجب مقارنتها	مقرونا به اي بالتكبير النيه لان التكبير اول اركان الصلاه فتجب مقارنتها
1090	به بل لا بد ان يستحضر كل معتبر فيها مما مر وغيره كالقصر للقاصر وكونه	به بل لا بد ان يستحضر كل معتبر فيها مما مر وغيره كالقصر للقاصر وكونه
1091	اماما او ماموما في الجمعه والقدوه لماموم في غيرها مع ابتدائه . ثم يستمر	اماما او ماموما في الجمعه والقدوه لماموم في غيرها مع ابتدائه . ثم يستمر
1092	مستصحبا لذلك كله الي الراء .	مستصحبا لذلك كله الي الراء .
1093	وفي قول صححه الرافعي يكفي قرنها باوله . وفي المجموع والتنقيح المختار ما	وفي قول صححه الرافعي يكفي قرنها باوله . وفي المجموع والتنقيح المختار ما
1094	اختاره الامام والغزالي : انه يكفي فيها المقارنه العرفيه عند العوام بحيث	اختاره الامام والغزالي : انه يكفي فيها المقارنه العرفيه عند العوام بحيث
1095	يعد مستحضرا للصلاه . وقال ابن الرفعه : انه الحق الذي لا يجوز سواه . وصوبه	يعد مستحضرا للصلاه . وقال ابن الرفعه : انه الحق الذي لا يجوز سواه . وصوبه
1096	السبكي وقال : من لم يقل به وقع في الوسواس المذموم .	السبكي وقال : من لم يقل به وقع في الوسواس المذموم .
1097	وعند الائمه الثلاثه : يجوز تقديم النيه علي التكبير بالزمن اليسير .	وعند الائمه الثلاثه : يجوز تقديم النيه علي التكبير بالزمن اليسير .
1098	ويتعين فيه علي القادر لفظ ms034 : الله اكبر للاتباع او الله الاكبر ولا يكفي	ويتعين فيه علي القادر لفظ ms034 : الله اكبر للاتباع او الله الاكبر ولا يكفي
1099	اكبر الله ولا الله كبير او اعظم ولا الرحمن اكبر .	اكبر الله ولا الله كبير او اعظم ولا الرحمن اكبر .
1100	ويضر اخلال بحرف من الله اكبر وزياده حرف يغير المعني كمد همزه الله	ويضر اخلال بحرف من الله اكبر وزياده حرف يغير المعني كمد همزه الله
1101	وكالف بعد الباء وزياده واو قبل الجلاله وتخلل واو ساكنه ومتحركه بين	وكالف بعد الباء وزياده واو قبل الجلاله وتخلل واو ساكنه ومتحركه بين
1102	الكلمتين وكذا زياده مد الالف التي بين اللام والهاء الي حد لا يراه احد من	الكلمتين وكذا زياده مد الالف التي بين اللام والهاء الي حد لا يراه احد من
1103	القراء ولا يضر وقفه يسيره بين كلمتيه	القراء ولا يضر وقفه يسيره بين كلمتيه
1104	ويجب اسماعه نفسه كسائر ركن قولي وسن جزم رائه ورفع	ويجب اسماعه نفسه كسائر ركن قولي وسن جزم رائه ورفع
1105	كفيه بكشف حذو منكبيه	كفيه بكشف حذو منكبيه
1106	وهي سكته التنفس ولا ضم الراء .	وهي سكته التنفس ولا ضم الراء .
1107	فرع لو كبر مرات ناويا الافتتاح بكل : دخل فيها بالوتر وخرج منها بالشفع	فرع لو كبر مرات ناويا الافتتاح بكل : دخل فيها بالوتر وخرج منها بالشفع
1108	لانه لما دخل بالاولي خرج بالثانيه لان نيه الافتتاح بها متضمنه لقطع	لانه لما دخل بالاولي خرج بالثانيه لان نيه الافتتاح بها متضمنه لقطع
1109	الاولي وهكذا فان لم ينو ذلك ولا تخلل مبطل كاعاده لفظ النيه فما بعد	الاولي وهكذا فان لم ينو ذلك ولا تخلل مبطل كاعاده لفظ النيه فما بعد
1110	الاولي ذكر لا يؤثر .	الاولي ذكر لا يؤثر .
1111	ويجب اسماعه اي التكبير نفسه ان كان صحيح السمع ولا عارض من نحو لغط .	ويجب اسماعه اي التكبير نفسه ان كان صحيح السمع ولا عارض من نحو لغط .
1112	كسائر ركن قولي من الفاتحه والتشهد والسلام ويعتبر اسماع المندوب القولي	كسائر ركن قولي من الفاتحه والتشهد والسلام ويعتبر اسماع المندوب القولي
1113	لحصول السنه .	لحصول السنه .
1114	وسن جزم رائه اي التكبير خروجا من خلاف من اوجبه .	وسن جزم رائه اي التكبير خروجا من خلاف من اوجبه .
1115	وجهر به لامام كسائر تكبيرات الانتقالات .	وجهر به لامام كسائر تكبيرات الانتقالات .
1116	ورفع كفيه او احداهما ان تعسر رفع الاخري .	ورفع كفيه او احداهما ان تعسر رفع الاخري .
1117	بكشف اي مع كشفهما ويكره خلافه ومع تفريق اصابعهما تفريقا وسطا .	بكشف اي مع كشفهما ويكره خلافه ومع تفريق اصابعهما تفريقا وسطا .
1118	حذو اي مقابل منكبيه بحيث يحاذي اطراف اصابعه اعلي	حذو اي مقابل منكبيه بحيث يحاذي اطراف اصابعه اعلي
1119	مع تحرم وركوع ورفع منه ومن تشهد اول ووضعهما تحت	مع تحرم وركوع ورفع منه ومن تشهد اول ووضعهما تحت
1120	صدره اخذا بيمينه يساره .	صدره اخذا بيمينه يساره .
1121	| 3 -	| 3 -
1122	وقيام قادر في فرض .	وقيام قادر في فرض .
1123	اذنيه وابهاماه شحمتي اذنيه	اذنيه وابهاماه شحمتي اذنيه
1124	وراحتاه منكبيه للاتباع وهذه الكيفيه تسن مع جميع تكبير تحرم بان يقرنه به	وراحتاه منكبيه للاتباع وهذه الكيفيه تسن مع جميع تكبير تحرم بان يقرنه به
1125	ابتداء وينهيهما معا ومع ركوع للاتباع الوارد من طرق كثيره ورفع منه اي من	ابتداء وينهيهما معا ومع ركوع للاتباع الوارد من طرق كثيره ورفع منه اي من
1126	الركوع ورفع من تشهد اول للاتباع فيهما .	الركوع ورفع من تشهد اول للاتباع فيهما .
